y_test,y_pred,diff
218.5,211.69397890001324,6.806021099986765
1219.85,1228.029048043029,8.17904804302907
580.8,610.3093226717027,29.509322671702762
45.85,45.45313198289295,0.3968680171070531
837.5,829.2633144371946,8.236685562805405
1531.4,1440.358980316575,91.04101968342502
4017.45,3976.5460453793225,40.90395462067727
801.3,802.9878691226172,1.6878691226172577
2036.55,2041.4240472503707,4.874047250370722
2236.2,2285.357692699487,49.15769269948714
1566.75,1448.9717335925425,117.77826640745752
2723.75,2661.5244191428374,62.22558085716264
107.6,122.81484885108513,15.214848851085137
35.55,47.26176263611585,11.71176263611585
599.3,582.7565036151831,16.543496384816876
4254.1,4476.596717891376,222.49671789137574
5645.8,5495.7307773526345,150.06922264736568
95.65,132.71233442641483,37.06233442641482
2357.75,2474.4781416369997,116.72814163699968
146.9,106.76473298860478,40.13526701139523
25.35,24.93080223224863,0.4191977677513705
780.1,798.2835034901482,18.183503490148155
8349.7,8422.627834925335,72.92783492533454
93.7,81.70638420606024,11.993615793939767
1181.75,1143.2996266282473,38.450373371752676
436.6,510.91081160284205,74.31081160284202
8248.5,8161.349531069331,87.15046893066938
74.45,94.20782695376664,19.75782695376664
903.8,978.8612731245115,75.06127312451156
295.65,285.21124586874924,10.438754131250732
768.45,786.6604209490987,18.210420949098648
4534.9,4675.226394018518,140.32639401851793
583.45,645.996993299036,62.54699329903599
1206.05,1280.111459227541,74.06145922754104
1910.6,2018.3580418054316,107.75804180543173
6079.0,6318.563702133031,239.56370213303126
524.5,482.2375130434396,42.262486956560394
1424.6,1458.371985197173,33.77198519717308
1325.85,1500.323143761573,174.47314376157306
4189.7,4266.22964832054,76.52964832054022
4904.2,4919.258557091238,15.058557091238072
399.6,358.83210964183627,40.767890358163754
667.7,603.0119063960354,64.6880936039646
239.05,218.23532530475524,20.814674695244776
8244.3,8056.086680943298,188.21331905670104
74.6,83.2960121896766,8.696012189676608
5980.55,5838.003125496399,142.54687450360143
7737.55,7852.344617700299,114.79461770029866
1849.95,1875.4333135532713,25.483313553271273
2404.1,2405.0317838572128,0.9317838572128494
6572.85,6680.112473949188,107.26247394918755
520.95,571.3261096864122,50.37610968641218
1270.55,1207.1064244548072,63.44357554519274
4680.05,4673.034654102839,7.015345897160842
59.85,91.76119908079124,31.911199080791242
212.4,240.49749629348972,28.097496293489712
1173.35,1161.278824280419,12.071175719580879
819.4,809.002910889735,10.397089110265028
4671.65,4639.7663574782855,31.883642521714137
1054.8,1074.932405279165,20.13240527916514
7261.75,7312.408434736407,50.65843473640689
61.45,57.163268254845484,4.286731745154519
70.75,70.87624448278879,0.12624448278879186
5643.4,5693.385617100068,49.98561710006834
318.5,331.5836988366211,13.083698836621124
4390.25,4427.621405107295,37.37140510729478
5013.0,5058.903972230876,45.90397223087621
829.3,717.3241712532551,111.97582874674481
1269.55,1265.8975663630356,3.6524336369643606
886.7,910.8541480744556,24.15414807445552
4749.15,4668.839974711649,80.31002528835052
3371.75,3325.8103506705856,45.93964932941435
260.9,233.02510406727313,27.874895932726844
4192.15,4031.282574566475,160.86742543352466
1222.25,1262.641016920721,40.391016920721086
5438.95,5388.3396125664385,50.6103874335613
5846.65,5714.917087271724,131.73291272827555
641.35,685.5021764215853,44.152176421585295
1718.2,1701.875469071548,16.324530928452077
1718.35,1776.02408075714,57.67408075714002
415.1,474.6145357338652,59.51453573386516
157.55,157.4616347509375,0.08836524906251952
1815.65,1772.057404354977,43.59259564502304
7348.8,7224.413461369924,124.38653863007585
1463.45,1415.7312944873388,47.718705512661245
6365.35,6349.208371545332,16.141628454668535
1058.6,1052.9694185650917,5.630581434908208
5289.05,5289.176989350275,0.12698935027492553
5618.3,5609.721766579481,8.57823342051961
486.85,490.486085463351,3.6360854633509803
1821.2,1827.6496184730718,6.449618473071723
249.95,239.94446606510556,10.00553393489443
1931.75,1939.5084786507807,7.758478650780717
19.5,19.684428306029343,0.1844283060293428
76.95,57.18178059346955,19.768219406530456
1386.8,1434.868984257132,48.068984257132115
80.15,138.05859792291372,57.908597922913714
4541.2,4644.497919874346,103.29791987434601
140.95,144.4625773499375,3.5125773499375157
5034.05,4916.795055198345,117.25494480165526
96.85,102.84468439641857,5.994684396418577
438.9,444.88464534220117,5.9846453422011905
1415.0,1450.3940352916463,35.39403529164633
49.65,58.01143331540323,8.361433315403232
1021.75,1064.9819182878139,43.23191828781387
69.1,69.52884863795995,0.428848637959959
587.45,612.8244525738608,25.374452573860708
144.55,132.68118366195569,11.868816338044326
493.65,488.22460815061453,5.4253918493854485
3539.25,3661.3332249089576,122.08322490895762
819.95,880.2981336839745,60.348133683974424
44.45,44.55504223512728,0.10504223512727862
3024.15,2927.8521531804017,96.29784681959836
4639.45,4884.880236640122,245.43023664012253
45.4,47.11493109605122,1.7149310960512238
174.75,140.20554106720007,34.54445893279993
6067.4,6133.899685253657,66.49968525365693
1137.05,1105.327909173459,31.722090826541034
4784.45,4618.718751405175,165.73124859482505
489.45,477.8323414065659,11.6176585934341
4868.4,5097.735043297656,229.33504329765674
84.2,82.92832115183015,1.2716788481698558
321.4,303.04222670081833,18.357773299181645
3895.35,4122.217277193868,226.86727719386772
91.4,73.06674791839164,18.333252081608364
1539.45,1497.0635705263987,42.38642947360131
69.6,71.58378556283778,1.983785562837781
3019.5,2910.216453808976,109.28354619102402
980.35,851.1601068151647,129.18989318483534
5588.8,5612.763046350275,23.963046350274453
2974.5,3018.4969526925192,43.996952692519244
4526.85,4486.511627090683,40.33837290931751
313.6,357.7309983057917,44.13099830579165
5348.65,5264.199441865774,84.4505581342255
2495.15,2560.4329204864616,65.28292048646153
820.5,822.893192047158,2.3931920471579815
474.9,550.6698093163801,75.76980931638013
958.1,826.9797729049873,131.12022709501275
74.7,74.51370590581293,0.1862940941870761
2274.1,2222.7866986769754,51.31330132302446
50.5,50.475437008255234,0.02456299174476584
1500.25,1420.9954532026466,79.25454679735344
106.9,114.58533921269081,7.685339212690806
3437.5,3535.8452326271145,98.34523262711446
208.0,227.49109782084676,19.49109782084676
7159.7,7122.934636497477,36.76536350252263
3161.2,3118.6558822180764,42.54411778192343
45.1,47.25553945452027,2.155539454520266
7920.7,7877.949741034679,42.75025896532043
